title,details_url,start_date,end_date,start_time,end_time,venue_text,category,host,location,address,nor_url,si_url,results_url,other_docs,description,contact,organiser,sas_event_id,external_host,external_event_id,is_past
2022 Optimist African Championships,https://www.revolutionise.com.au/optimistca/events/153342,2022-09-24,2022-10-01,08:00:00,16:00:00,"Club Mykonos, Langebaan",,Club Mykonos,"Club Mykonos, Langebaan","Club Mykonos, Langebaan",,,,,Event information This event has passed. Contacts Optimistclasssa@gmail.com,Optimistclasssa@gmail.com,,,revolutionise,153342,True
Optimist Sailing SA - 2022 Optimist African Championships,https://www.sailing.org.za/events/153343,2022-09-24,2022-10-01,08:00:00,16:00:00,Club Mykonos,,,,,,,,,This event is hosted by Optimist Sailing SA.,info@sailing.org.za,,153343,,,True
SA Sailing Hunter KZN Regional Championships 2022,https://www.hmyc.org.za/events/154278,2022-09-24,2022-09-25,09:00:00,16:30:00,Henley Midmar Yacht Club,,Henley Midmar Yacht Club,Henley Midmar Yacht Club,Henley Midmar Yacht Club,,,,,Event information Late registrations for this event are closed. Partners,hmyc@iuncapped.co.za,,,www_hmyc_org_za,154278,True
Henley Midmar Yacht Club - KZN Hunter Regional Championships,https://www.sailing.org.za/events/154280,2022-09-24,2022-09-25,07:00:00,16:30:00,Midmar Dam Howick 3290,,Midmar Dam Howick 3290,Midmar Dam Howick 3290,Midmar Dam Howick 3290,,,,,This event is hosted by Henley Midmar Yacht Club.,info@sailing.org.za,,154280,,,True
Spring Regatta,https://www.sailing.org.za/events/141978,2022-09-24,2022-09-25,08:00:00,15:00:00,King George Way Simon%27s Town 7975 Cape Town,,King George Way Simon%27s Town 7975 Cape Town,King George Way Simon%27s Town 7975 Cape Town,King George Way Simon%27s Town 7975 Cape Town,,,,,FBYC Spring Regatta 24-25 September 2022,info@sailing.org.za,,141978,,,True
Mossel Bay Race,https://www.sailing.org.za/events/139343,2022-09-29,2022-10-02,08:00:00,15:00:00,King George Way Simon%27s Town 7975 Cape Town,,King George Way Simon%27s Town 7975 Cape Town,King George Way Simon%27s Town 7975 Cape Town,King George Way Simon%27s Town 7975 Cape Town,,,,,Mossel Bay Race 29&nbsp;September - 2 October 2022,info@sailing.org.za,,139343,,,True
RPL Race Officers Training Programme,https://www.sailing.org.za/events/143645,2022-10-01,2023-10-01,09:00,09:00,South African Sailing,,,,,,,,,,,,143645,,,True
Instruman Mpumalanga Open Dinghy Champs,https://www.sailing.org.za/events/151432,2022-10-01,2022-10-02,08:00:00,15:00:00,Doornpoort AH 312-Js Emalahleni 1035,,Doornpoort AH 312-Js Emalahleni 1035,Doornpoort AH 312-Js Emalahleni 1035,Doornpoort AH 312-Js Emalahleni 1035,,https://cdn.revolutionise.com.au/site/bqg9lkvfyxca3wus.pdf,,,Event information This event has passed. 2022Results&nbsp; Gallery,info@sailing.org.za,,151432,,,True
MAC 12hr,https://www.sailing.org.za/events/139346,2022-10-01,2022-10-01,08:00:00,08:00:00,1 Grey Ave Bloubergstrand  Cape Town,,1 Grey Ave Bloubergstrand Cape Town,1 Grey Ave Bloubergstrand  Cape Town,1 Grey Ave Bloubergstrand  Cape Town,,,,,MAC 12hr 1 October 2022,info@sailing.org.za,,139346,,,True
Team Sailing League KZN Regionals,https://www.sailing.org.za/events/253651,2022-10-03,2022-10-04,09:00:00,09:00:00,Point Yacht Club,,,,,,,,,This event has no description.,info@sailing.org.za,,253651,,,True
Night Race GP6,https://www.sailing.org.za/events/148963,2022-10-08,2022-10-09,09:00:00,15:45:00,Union Str Deneysville  Vaal Dam,,Union Str Deneysville Vaal Dam,Union Str Deneysville  Vaal Dam,Union Str Deneysville  Vaal Dam,,,,,Event information This event has passed. For Registration visit:&nbsp; http://www.windsail.co.za/index2.php?p=er&amp;cl=1&amp;sid=341 &copy; 2026 South African Sailing,info@sailing.org.za,,148963,,,True
Tour de Vlei,https://www.sailing.org.za/events/139345,2022-10-08,2022-10-09,08:00:00,15:00:00,Vogelvlei Yacht Club,,Vogelvlei Yacht Club,Vogelvlei Yacht Club,Vogelvlei Yacht Club,,,,,Tour de Vlei 8-9 October 2022,info@sailing.org.za,,139345,,,True
GLYC Interclub,https://www.sailing.org.za/events/139347,2022-10-08,2022-10-09,08:00:00,15:00:00,Lake Rd Wilderness 6560 Western Cape,,Lake Rd Wilderness 6560 Western Cape,Lake Rd Wilderness 6560 Western Cape,Lake Rd Wilderness 6560 Western Cape,,,,,GLYC Interclub 8-9 October 2022,info@sailing.org.za,,139347,,,True
Ladies&#039; Round-the-Island Race,https://www.sailing.org.za/events/148982,2022-10-09,2022-10-09,08:00:00,08:00:00,Union Str Deneysville  Vaal Dam,,Union Str Deneysville Vaal Dam,Union Str Deneysville  Vaal Dam,Union Str Deneysville  Vaal Dam,,,,,Event information This event has passed. To Register:&nbsp; https://www.ldyc.co.za/ladies-rtir-2018 &copy; 2026 South African Sailing 9 Serru,info@sailing.org.za,,148982,,,True
DF95 WC Regionals,https://www.sailing.org.za/events/148370,2022-10-15,2022-10-16,08:00:00,15:00:00,Theewater Sports Club,,Theewater Sports Club,Theewater Sports Club,Theewater Sports Club,https://www.df95racing.com/regatta-info-nor,,,,DF95 WC Regional Championships,info@sailing.org.za,,148370,,,True
SA Sailing Durban Meet Up,https://www.sailing.org.za/events/144520,2022-10-21,2022-10-21,17:00:00,17:00:00,"3 Maritime Pl, Harbour, Durban, 4001",,3 Maritime Pl,"3 Maritime Pl, Harbour, Durban, 4001","3 Maritime Pl, Harbour, Durban, 4001",,,,,"Event information Registrations for this event are closed. &copy; 2026 South African Sailing 9 Serrurier Street, Monte Vista, 7460 <a",info@sailing.org.za,,144520,,,True
SA Sailing Soling &amp; Double-Handed Dart KZN Regional Championships 2022,https://www.hmyc.org.za/events/159024,2022-10-22,2022-10-23,08:00:00,17:00:00,Henley Midmar Yacht Club,,Henley Midmar Yacht Club,Henley Midmar Yacht Club,Henley Midmar Yacht Club,,,,,Event information Late registrations for this event are closed. Partners,hmyc@iuncapped.co.za,,,www_hmyc_org_za,159024,True
Henley Midmar Yacht Club - SA Sailing Soling &amp; Double-handed Dart KZN Regional Championships 202,https://www.sailing.org.za/events/159025,2022-10-22,2022-10-23,08:00:00,17:00:00,Midmar Dam Howick 3290,,Midmar Dam Howick 3290,Midmar Dam Howick 3290,Midmar Dam Howick 3290,,,,,This event is hosted by Henley Midmar Yacht Club.,info@sailing.org.za,,159025,,,True
Stadt 23 Women&#039;s Regatta,https://www.sailing.org.za/events/139348,2022-10-22,2022-10-23,08:00:00,15:00:00,Theewater Sports Club,,Theewater Sports Club,Theewater Sports Club,Theewater Sports Club,,,,,Stadt 23 Women&#39;s Regatta 22-23 October 2022,info@sailing.org.za,,139348,,,True
Club Race Officer Training,https://www.sailing.org.za/events/141409,2022-10-22,2022-10-22,08:30:00,08:30:00,Point Yacht Club,,,,,,,,,"Event information This event has passed. &copy; 2026 South African Sailing 9 Serrurier Street, Monte Vista, 7460 <a class=""cs-widget-l",info@sailing.org.za,,141409,,,True
2022 505 National Championship,https://www.sailing.org.za/events/148967,2022-10-27,2022-10-30,09:00:00,15:45:00,Sterkfontein Dam,,Sterkfontein Dam,Sterkfontein Dam,Sterkfontein Dam,,,,,Click here to view final results,info@sailing.org.za,,148967,,,True
SA Sailing KZN Youth Grand Slam Regatta Incorporating Optimist Interschools,https://www.hmyc.org.za/events/160248,2022-10-29,2022-10-30,07:30:00,17:00:00,Henley Midmar Yacht Club,,Henley Midmar Yacht Club,Henley Midmar Yacht Club,Henley Midmar Yacht Club,,,,,SA Sailing KZN Youth Grand Slam Regatta Incorporating Optimist Interschools,hmyc@iuncapped.co.za,,,www_hmyc_org_za,160248,True
Henley Midmar Yacht Club - SA Sailing KZN Youth Grand slam regatta -  Henley Midmar Yacht Club,https://www.sailing.org.za/events/160249,2022-10-29,2022-10-30,09:00:00,15:30:00,Midmar Dam Howick 3290,,Midmar Dam Howick 3290,Midmar Dam Howick 3290,Midmar Dam Howick 3290,,,,,This event is hosted by Henley Midmar Yacht Club.,info@sailing.org.za,,160249,,,True
IOM Nationals,https://www.sailing.org.za/events/161914,2022-10-29,2022-10-30,08:00:00,15:00:00,Doornpoort AH 312-Js Emalahleni 1035,,Doornpoort AH 312-Js Emalahleni 1035,Doornpoort AH 312-Js Emalahleni 1035,Doornpoort AH 312-Js Emalahleni 1035,,,,https://cdn.revolutionise.com.au/cups/sas/files/kkzzoa5i0qfsoibr.pdf,"Event information Registrations for this event are closed. Results&nbsp; Files for download IOM Nationals 2022 NOR IOM Nationals Entry form and meal bookings 28-30-10-2022 IMO Nationals 2022 SI <img src=""https://cdn.",info@sailing.org.za,,161914,,,True
Double Cape Race,https://www.sailing.org.za/events/106765,2022-10-29,2022-10-30,08:00:00,15:00:00,"Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000",,Duncan Road,"Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000","Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000",,,,,"Event information This event has passed. Double Cape Race 29-30 October 2022 Files for download SASWC Double Cape Race 2022 NOR - October 2022.docx Double Cape Race 2022 Entry Form.docx Double Cape Race 2022 Crew List.docx Double Cape Race 2022 - SCHEDULE 1.docx <div class=""container p",info@sailing.org.za,,106765,,,True
Boskop Open Regatta,https://www.revolutionise.com.au/boskopyc/events/158892,2022-10-29,2022-10-30,11:00:00,15:00:00,"Boskop Dam, Potchefstroom",,Boskop Dam,"Boskop Dam, Potchefstroom","Boskop Dam, Potchefstroom",,,,,"Event information Registrations for this event are closed. &nbsp; ELIGIBILITY AND ENTRY The regatta is open to all boats of all classes Eligible boats may enter by [completing the entry form and submitting it, together with the fee, to https://www.revolutionise.com.au/boskopyc/eventsregister/158892/ &nbsp; To be considered an entry in the event, a boat shall complete all registration requirements and pay all fees. Late entries will be accepted under the following conditions:&nbsp; Up until the start of the second race of the event.</",boskop.y.club@gmail.com,,,revolutionise,158892,True
Boskop Yacht Club - Boskop Open Regatta,https://www.sailing.org.za/events/160234,2022-10-29,2022-10-30,11:00:00,15:00:00,Boskop Dam R501 Buffelsvlei,,Boskop Dam R501 Buffelsvlei,Boskop Dam R501 Buffelsvlei,Boskop Dam R501 Buffelsvlei,,,,,This event is hosted by Boskop Yacht Club.,info@sailing.org.za,,160234,,,True
Regional Race Officers Renewal Workshop,https://www.sailing.org.za/events/161803,2022-11-01,2023-11-01,09:00,00:00,,,,,,,,,,,,,161803,,,True
Wendy - Course,https://www.sailing.org.za/events/181729,2022-11-01,2022-11-02,00:00:00,00:00:00,Rietvlei Dam Sailing Club Nellmapius Drive  Rietvalleirand,,Rietvlei Dam Sailing Club Nellmapius Drive Rietvalleirand,Rietvlei Dam Sailing Club Nellmapius Drive  Rietvalleirand,Rietvlei Dam Sailing Club Nellmapius Drive  Rietvalleirand,,,,,"Details Wendy - Course Tue 01 Nov 2022 00:00 - Wed 02 Nov 2022 00:00 Pretoria Sailing Club, Rietvlei Dam Sailing Club Nellmapius Drive Rietvalleirand South African Sailing - SA Sailing Return to Play Authorisation Course information Registrations f",info@sailing.org.za,,181729,,,True
NKS MOD Summer 4,https://www.sailing.org.za/events/215567,2022-11-01,2022-11-02,00:00:00,00:00:00,Vaaldam,,Vaaldam,Vaaldam,Vaaldam,,,,,"Event information Registrations for this event are closed. NKS MOD Summer 4 &copy; 2026 South African Sailing 9 Serrurier Street, Monte Vista, 7460 <i class=""fal",info@sailing.org.za,,215567,,,True
Leila - Course,https://www.sailing.org.za/events/181726,2022-11-02,2022-11-03,00:00:00,00:00:00,South Africa,,South Africa,South Africa,South Africa,,,,,"Event information Registrations for this event are closed. Leila - Course SA Sailing Return to Play Authorization Course &nbsp; &copy; 2026 South African Sailing 9 Serrurier Street, Monte Vista, 7460 <a class=""cs-widget-link"" href=""mai",info@sailing.org.za,,181726,,,True
Precious - Course,https://www.sailing.org.za/events/181727,2022-11-02,2022-11-03,00:00:00,00:00:00,"3 Maritime Pl, Harbour, Durban, 4001",,3 Maritime Pl,"3 Maritime Pl, Harbour, Durban, 4001","3 Maritime Pl, Harbour, Durban, 4001",,,,,"Details Precious - Course Wed 02 Nov 2022 00:00 - Thu 03 Nov 2022 00:00 Point Yacht Club, 3 Maritime Pl, Harbour, Durban, 4001 South African Sailing - SA Sailing Return to Play Authorisation Course information Registrations for this course are closed.",info@sailing.org.za,,181727,,,True
KZN Region - TSL Youth Inter Schools,https://www.sailing.org.za/events/148656,2022-11-05,2022-11-06,10:00:00,15:45:00,Midmar Dam Howick 3290,,Midmar Dam Howick 3290,Midmar Dam Howick 3290,Midmar Dam Howick 3290,,,,,Format of the Team Sailing League,info@sailing.org.za,,148656,,,True
Tiger Regional Champs,https://www.sailing.org.za/events/148970,2022-11-05,2022-11-06,10:00:00,15:00:00,Union Str Deneysville  Vaal Dam,,Union Str Deneysville Vaal Dam,Union Str Deneysville  Vaal Dam,Union Str Deneysville  Vaal Dam,,,,,"Event information This event has passed. https://www.hobiesa.co.za/Enter &copy; 2026 South African Sailing 9 Serrurier Street, Monte Vista, 7460",info@sailing.org.za,,148970,,,True
Townhall Meeting 75th Celebratory Regatta,https://www.sailing.org.za/events/164462,2022-11-08,2022-11-08,18:00:00,18:00:00,South Africa,,South Africa,South Africa,South Africa,,,,,Townhall Meeting 8 November 2022 18h00,info@sailing.org.za,,164462,,,True
West Coast Offshore,https://www.sailing.org.za/events/139349,2022-11-18,2022-11-19,08:00:00,15:00:00,"Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000",,Duncan Road,"Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000","Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000",,,,,West Coast Offshore 19-20 November 2022,info@sailing.org.za,,139349,,,True
Laser Masters,https://www.sailing.org.za/events/148973,2022-11-19,2022-11-20,10:00:00,16:00:00,Ebenezer Rd Lakefield  Benoni.,,Ebenezer Rd Lakefield Benoni.,Ebenezer Rd Lakefield  Benoni.,Ebenezer Rd Lakefield  Benoni.,,,,,This event has no description.,info@sailing.org.za,,148973,,,True
Safety Boat Operators Course,https://www.sailing.org.za/events/165767,2022-11-26,2022-12-02,09:00:00,16:00:00,Union Str Deneysville  Vaal Dam,,Union Str Deneysville Vaal Dam,Union Str Deneysville  Vaal Dam,Union Str Deneysville  Vaal Dam,,,,,"Details Safety Boat Operators Course Sat 26 Nov 2022 09:00 - Fri 02 Dec 2022 16:00 Lake Deneys Yacht Club, Union Str Deneysville Vaal Dam South African Sailing - Safety Boat Operators Course Course information Registrations for this course are closed.",info@sailing.org.za,,165767,,,True
Mandisa - Course,https://www.sailing.org.za/events/181724,2022-11-30,2022-12-02,00:00:00,00:00:00,Handel St Deneysville 1932,,Handel St Deneysville 1932,Handel St Deneysville 1932,Handel St Deneysville 1932,,,,,SA Sailing Return to Play Authorisation Course,info@sailing.org.za,,181724,,,True
VLC Cup &amp; Youth Regionals,https://www.sailing.org.za/events/148975,2022-12-03,2022-12-04,09:00:00,15:45:00,Victoria Lake Club,,Victoria Lake Club,Victoria Lake Club,Victoria Lake Club,,,,,This event has no description.,info@sailing.org.za,,148975,,,True
SA Sailing Instructor Course - ITSA1222-D,https://www.sailing.org.za/events/164303,2022-12-06,2022-12-09,09:00:00,17:30:00,"Sailing Academy, theewaterskloof dam",,Sailing Academy,"Sailing Academy, theewaterskloof dam","Sailing Academy, theewaterskloof dam",,,,,"Details SA Sailing Instructor Course - ITSA1222-D Tue 06 Dec 2022 09:00 - Fri 09 Dec 2022 17:30 Sailing Academy, Sailing Academy, theewaterskloof dam South African Sailing - Instructors Course - Dinghy &amp; Multihull Course information Registrations for this course are closed. Course Outcome The candidate will be in a positio",info@sailing.org.za,,164303,,,True
USSA,https://www.sailing.org.za/events/168070,2022-12-06,2022-12-09,00:00:00,12:00:00,Midmar Dam Howick 3290,,Midmar Dam Howick 3290,Midmar Dam Howick 3290,Midmar Dam Howick 3290,,,,,Click here for photos/videos&nbsp;,info@sailing.org.za,,168070,,,True
RCYC Twilight Race,https://www.sailing.org.za/events/166255,2022-12-14,2022-12-14,00:00:00,00:00:00,"Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000",,Duncan Road,"Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000","Duncan Road, Table Bay Harbour, Foreshore, Cape Town, 8000",,,,,Click here for photos/videos&nbsp;,info@sailing.org.za,,166255,,,True
75th Gear Orders,https://www.sailing.org.za/events/162848,2022-12-16,2022-12-22,00:00:00,12:00:00,South Africa,,South Africa,South Africa,South Africa,,,,,Why not get you and your crew looking snazzy with SA Sailing 75th celebratory shirt.&nbsp;,info@sailing.org.za,,162848,,,True
75th Supporter Swag Orders,https://www.sailing.org.za/events/163497,2022-12-16,2022-12-22,00:00:00,00:15:00,South Africa,,South Africa,South Africa,South Africa,,,,,Why not get you and your crew looking snazzy with SA Sailing 75th Supporter shirt.&nbsp;,info@sailing.org.za,,163497,,,True
SA Sailing 75th Anniversary Regatta,https://www.sailing.org.za/events/139351,2022-12-16,2022-12-21,08:00:00,15:00:00,South Africa,,South Africa,South Africa,South Africa,,https://cdn.revolutionise.com.au/site/oamg66fgrhyvropg.pdf,,https://cdn.revolutionise.com.au/cups/sas/files/bn1l3fhnumasjyjq.pdf | https://cdn.revolutionise.com.au/cups/sas/files/am2bbqzmvgdbwa2y.pdf | https://cdn.revolutionise.com.au/cups/sas/files/ejnghl5gn2aobkgc.pdf | https://cdn.revolutionise.com.au/cups/sas/files/vufkezkc7wmvw7if.pdf,The results from the sanctioned events can be found below.,info@sailing.org.za,,139351,,,True
Sail-The Bay,https://www.sailing.org.za/events/164713,2022-12-16,2022-12-21,00:00:00,11:45:00,Gqerberha Yacht Club,,Gqerberha Yacht Club,Gqerberha Yacht Club,Gqerberha Yacht Club,,,,,Click here for photos/videos&nbsp;,info@sailing.org.za,,164713,,,True
420 Nationals,https://www.sailing.org.za/events/157860,2022-12-16,2022-12-20,08:00:00,15:00:00,Theewater Sports Club,,Theewater Sports Club,Theewater Sports Club,Theewater Sports Club,,,,,"Event information This event has passed. 420 Nationals &copy; 2026 South African Sailing 9 Serrurier Street, Monte Vista, 7460 <i class=""fal fa-envelope font-siz",info@sailing.org.za,,157860,,,True
75th Celebration SA Sailing Soling and Flying 15 National Championships 2022,https://www.hmyc.org.za/events/164033,2022-12-16,2022-12-19,09:00:00,17:00:00,Henley Midmar Yacht Club,,Henley Midmar Yacht Club,Henley Midmar Yacht Club,Henley Midmar Yacht Club,,,,,75th Celebration SA Sailing Soling and Flying 15 National Championships 2022,hmyc@iuncapped.co.za,,,www_hmyc_org_za,164033,True
"2022 - Finn, Dolphin, GP14, Flying Dutchman, Mirror Nationals, ILCA, 505 Celebratory Regatta",https://www.sailing.org.za/events/162604,2022-12-16,2022-12-19,00:00:00,12:00:00,Aeolians Sailing Club,,Aeolians Sailing Club,Aeolians Sailing Club,Aeolians Sailing Club,,,,,Click here for Results,info@sailing.org.za,,162604,,,True
"Dart 18 Single Handed, Dragonfly,Halcat &amp; Hobie 14 Class National Champs",https://www.sailing.org.za/events/163505,2022-12-16,2022-12-19,00:00:00,12:00:00,Union Str Deneysville  Vaal Dam,,Union Str Deneysville Vaal Dam,Union Str Deneysville  Vaal Dam,Union Str Deneysville  Vaal Dam,,,,,Click here for event results,info@sailing.org.za,,163505,,,True
Henley Midmar Yacht Club - 75th Celebration SA Sailing Soling and Flying 15 National Championshi,https://www.sailing.org.za/events/169703,2022-12-16,2022-12-18,09:00:00,17:00:00,Midmar Dam Howick 3290,,Midmar Dam Howick 3290,Midmar Dam Howick 3290,Midmar Dam Howick 3290,,,,,This event is hosted by Henley Midmar Yacht Club.,info@sailing.org.za,,169703,,,True
Hobie 14 Nationals,https://www.sailing.org.za/events/139336,2022-12-16,2022-12-18,08:00:00,15:00:00,Stilbaai Yacht Club,,Stilbaai Yacht Club,Stilbaai Yacht Club,Stilbaai Yacht Club,,,,,Hobie 14 Nationals 16 - 18 December&nbsp;2022,info@sailing.org.za,,139336,,,True
"L26, J22, Dragonfly National Championships+Stadt 23 Provincial Championship &amp; Keelboat Open Clas",https://www.sailing.org.za/events/163506,2022-12-16,2022-12-18,00:00:00,12:00:00,Handel St Deneysville 1932,,Handel St Deneysville 1932,Handel St Deneysville 1932,Handel St Deneysville 1932,,,,,"Event information Registrations for this event are closed. This event has been moved to Seal Point Yacht Club.&nbsp; You can find the latest NOR an SI&#39;s as well as the entry form to download and complete your entry here&nbsp; &copy; 2026 South African Sailing 9 Serrurier Street, Monte Vista, 74",info@sailing.org.za,,163506,,,True
"Big Boat, Multi-Hull and Open Class Regatta",https://www.sailing.org.za/events/164052,2022-12-16,2022-12-18,00:00:00,12:00:00,19 Waverly Rd Deneysville.,,19 Waverly Rd Deneysville.,19 Waverly Rd Deneysville.,19 Waverly Rd Deneysville.,,,,,Click here for Results,info@sailing.org.za,,164052,,,True
False Bay Cruise,https://www.sailing.org.za/events/165472,2022-12-16,2022-12-18,08:00:00,12:00:00,King George Way Simon%27s Town 7975 Cape Town,,King George Way Simon%27s Town 7975 Cape Town,King George Way Simon%27s Town 7975 Cape Town,King George Way Simon%27s Town 7975 Cape Town,,,,,Click here for photos/videos&nbsp;,info@sailing.org.za,,165472,,,True
BRYC Sunshine Coast Challenge,https://www.sailing.org.za/events/166923,2022-12-16,2022-12-18,08:00:00,12:00:00,21 Pontoon Rd Parkside 5209 East London,,21 Pontoon Rd Parkside 5209 East London,21 Pontoon Rd Parkside 5209 East London,21 Pontoon Rd Parkside 5209 East London,,,,,Click here for photos/videos&nbsp;,info@sailing.org.za,,166923,,,True
TSC 75th Celebratory Regatta,https://www.sailing.org.za/events/168817,2022-12-16,2022-12-18,08:00:00,00:00:00,Theewater Sports Club,,Theewater Sports Club,Theewater Sports Club,Theewater Sports Club,,,,,This event has no description.,info@sailing.org.za,,168817,,,True
SAS 75th Boskop Open Sail day,https://www.revolutionise.com.au/boskopyc/events/165674,2022-12-16,2022-12-16,10:00:00,10:00:00,"Boskop Dam, Potchefstroom",,Boskop Dam,"Boskop Dam, Potchefstroom","Boskop Dam, Potchefstroom",,,,,Boskop Yacht club invites you to the SAS 75th Boskop Open Sail day.,boskop.y.club@gmail.com,,,revolutionise,165674,True
Boskop Yacht Club - SAS 75th Boskop Open Sail day,https://www.sailing.org.za/events/169702,2022-12-16,2022-12-16,10:00:00,10:00:00,Boskop Dam R501 Buffelsvlei,,Boskop Dam R501 Buffelsvlei,Boskop Dam R501 Buffelsvlei,Boskop Dam R501 Buffelsvlei,,,,,This event is hosted by Boskop Yacht Club.,info@sailing.org.za,,169702,,,True
2022 SAS 75th Anniversary Celebration East Coast Grand Slam RHB,https://www.revolutionise.com.au/pointyc/events/160571,2022-12-17,2022-12-18,10:00,17:00,(Marked to delete) Point Yacht Club ·,,,,,,,,,,,,,revolutionise,160571,True
2022 SAS 75th Anniversary Celebration East Coast Grand Slam DBN,https://www.revolutionise.com.au/pointyc/events/161667,2022-12-17,2022-12-18,10:00,17:00,(Marked to delete) Point Yacht Club ·,,,,,,,,,,,,,revolutionise,161667,True
Point Yacht Club - 2022 SAS 75th Anniversary Celebration East Coast Grand Slam DBN,https://www.sailing.org.za/events/169704,2022-12-17,2022-12-18,10:00:00,17:00:00,"3 Maritime Pl, Harbour, Durban, 4001",,3 Maritime Pl,"3 Maritime Pl, Harbour, Durban, 4001","3 Maritime Pl, Harbour, Durban, 4001",,,,,This event is hosted by Point Yacht Club.,info@sailing.org.za,,169704,,,True
Point Yacht Club - 2022 SAS 75th Anniversary Celebration East Coast Grand Slam RHB,https://www.sailing.org.za/events/169706,2022-12-17,2022-12-18,10:00:00,17:00:00,"1 Commodore Close, Zululand Yacht Club, Meerensee, Richards Bay, 3901",,1 Commodore Close,"1 Commodore Close, Zululand Yacht Club, Meerensee, Richards Bay, 3901","1 Commodore Close, Zululand Yacht Club, Meerensee, Richards Bay, 3901",,,,,This event is hosted by Point Yacht Club.,info@sailing.org.za,,169706,,,True
SAS 75th Anniversary Endurance Race,https://www.revolutionise.com.au/boskopyc/events/165672,2022-12-17,2022-12-17,08:00:00,08:00:00,"Boskop Dam, Potchefstroom",,Boskop Dam,"Boskop Dam, Potchefstroom","Boskop Dam, Potchefstroom",,,,,All SAS members in Boskop Dam area are invited to the Boskop Yacht Club SAS 75th Anniversary Endurance Race!,boskop.y.club@gmail.com,,,revolutionise,165672,True
Boskop Yacht Club - SAS 75th Anniversary Endurance Race,https://www.sailing.org.za/events/169701,2022-12-17,2022-12-17,08:00:00,08:00:00,Boskop Dam R501 Buffelsvlei,,Boskop Dam R501 Buffelsvlei,Boskop Dam R501 Buffelsvlei,Boskop Dam R501 Buffelsvlei,,,,,This event is hosted by Boskop Yacht Club.,info@sailing.org.za,,169701,,,True
H23 Kraalbay Cruise - SA Sailing 75th,https://www.sailing.org.za/events/164567,2022-12-17,2022-12-17,00:00:00,00:00:00,"8a Saldanha Rd, Saldanha Harbour, Saldanha, 7395",,8a Saldanha Rd,"8a Saldanha Rd, Saldanha Harbour, Saldanha, 7395","8a Saldanha Rd, Saldanha Harbour, Saldanha, 7395",,,,,Click here for photos/videos&nbsp;,info@sailing.org.za,,164567,,,True
SA Sailing 75th Celebration - Overnight Cruise,https://www.sailing.org.za/events/164857,2022-12-17,2022-12-17,00:00:00,00:00:00,Gariep Dam Xhariep,,Gariep Dam Xhariep,Gariep Dam Xhariep,Gariep Dam Xhariep,,,,,Click here for photos/videos&nbsp;,info@sailing.org.za,,164857,,,True
CRYC and WC DF95 75th Celebratory Regatta,https://www.sailing.org.za/events/165357,2022-12-18,2022-12-18,08:00:00,08:00:00,Theewater Sports Club,,Theewater Sports Club,Theewater Sports Club,Theewater Sports Club,,,,,Click here for photos/videos&nbsp;,info@sailing.org.za,,165357,,,True
2022 SAS 75th Anniversary Celebration East Coast Cruise,https://www.revolutionise.com.au/pointyc/events/159291,2022-12-19,2023-01-08,11:00,16:30,(Marked to delete) Point Yacht Club ·,,,,,,,,,,,,,revolutionise,159291,True
Point Yacht Club - 2022 SAS 75th Anniversary Celebration East Coast Cruise,https://www.sailing.org.za/events/169705,2022-12-19,2023-01-08,11:00:00,16:30:00,"3 Maritime Pl, Harbour, Durban, 4001",,3 Maritime Pl,"3 Maritime Pl, Harbour, Durban, 4001","3 Maritime Pl, Harbour, Durban, 4001",,,,,This event is hosted by Point Yacht Club.,info@sailing.org.za,,169705,,,True
Robtek West Coast Cruise,https://www.sailing.org.za/events/139353,2022-12-27,2023-01-01,08:00:00,15:00:00,Port Owen Velddrif 7365,,Port Owen Velddrif 7365,Port Owen Velddrif 7365,Port Owen Velddrif 7365,,,,,"Event information This event has passed. Files for download 2022 WEST COAST CRUISE - Notice of Cruise. 20220912 2022 West Coast Cruise Entry form 20220912 <img src=""https://cdn.revolutionise.com.au/logos/pcw9nfpuxyorn5rd.png"" alt=""South African Sailing logo"" class="""" width=""100"" id=""footerlogo",info@sailing.org.za,,139353,,,True
Stadt 23 WC Regional Champs,https://www.sailing.org.za/events/139352,2022-12-27,2022-12-30,08:00:00,15:00:00,Theewater Sports Club,,Theewater Sports Club,Theewater Sports Club,Theewater Sports Club,,,,,Stadt 23 WC Champs 27-20 December 2022,info@sailing.org.za,,139352,,,True
Sonnet Nationals,https://www.sailing.org.za/events/139354,2022-12-27,2022-12-29,08:00:00,15:00:00,Kleinrivier Lagoon Hermanus  Western Cape,,Kleinrivier Lagoon Hermanus Western Cape,Kleinrivier Lagoon Hermanus  Western Cape,Kleinrivier Lagoon Hermanus  Western Cape,,,,,Sonnet Nationals 27-29 December 2022,info@sailing.org.za,,139354,,,True
